7099,0,1,1,0
7796,0,1,2,191
5287,0,0,1,234
9147,1,2,2,0
16453,3,5,7,0
4426,0,0,0,0
4514,0,0,0,0
10629,1,2,3,0
6515,0,1,1,0
6236,0,1,1,0
15069,2,4,6,0
19286,3,6,9,0
21864,4,7,11,0
4280,0,0,0,0
20651,4,7,10,0
21510,4,7,10,0
17612,3,5,7,0
16536,3,5,7,0
19150,3,6,9,0
19153,3,6,9,0
21750,4,7,10,0
21000,4,7,10,0
16283,2,4,6,0
9058,1,1,2,0
197,0,0,0,228
81,0,0,0,175
3570,0,0,0,259
5220,0,0,1,174
4276,0,0,0,7
5900,0,1,1,6
6960,0,1,1,5
17719,3,5,7,1
4512,0,0,0,6
1191,0,0,0,21
87,0,0,0,159
63,0,0,0,179
1299,0,0,0,156
5689,0,0,1,5
1348,0,0,0,257
4668,0,0,0,7
54,0,0,0,142
49,0,0,0,147
0,0,0,0,182
0,0,0,0,85
3367,0,0,0,0
2385,0,0,0,0
7165,0,1,1,0
14379,2,4,5,0
1591,0,0,0,0
2256,0,0,0,0
2621,0,0,0,0
3018,0,0,0,0
3860,0,0,0,0
1068,0,0,0,0
4744,0,0,1,0
2536,0,0,0,1
17967,3,5,8,0
14667,2,4,5,1
161,0,0,0,0
39,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6832,0,1,1,0
3825,0,0,0,256
9913,1,2,3,153
10822,1,2,3,0
8621,1,1,2,0
10207,1,2,3,0
12393,1,3,4,0
5043,0,0,1,0
5238,0,0,1,0
6306,0,1,1,0
7673,0,1,2,0
10406,1,2,3,0
289,0,0,0,0
408,0,0,0,0
78,0,0,0,0
93,0,0,0,0
1595,0,0,0,0
9137,1,2,2,0
9636,1,2,3,0
19779,4,6,9,0
21800,4,7,11,0
22283,4,8,11,0
1024,0,0,0,0
2307,0,0,0,0
378,0,0,0,0
8709,1,1,2,0
9686,1,2,3,0
9120,1,2,2,0
9254,1,2,2,0
7735,0,1,2,0
122,0,0,0,0
4306,0,0,0,0
4568,0,0,0,0
6575,0,1,1,0
7051,0,1,1,0
12711,2,3,4,0
14986,2,4,6,0
11299,1,2,3,0
5,0,0,0,0
9607,1,2,3,0
7384,0,1,2,0
5642,0,0,1,0
1432,0,0,0,0
1751,0,0,0,0
2090,0,0,0,0
3211,0,0,0,0
4029,0,0,0,0
4931,0,0,1,0
7836,0,1,2,0
5842,0,1,1,0
36,0,0,0,0
1709,0,0,0,0
2364,0,0,0,0
5452,0,0,1,0
2858,0,0,0,0
617,0,0,0,0
8,0,0,0,0
4696,0,0,1,0
499,0,0,0,0
2530,0,0,0,0
1656,0,0,0,0
849,0,0,0,0
797,0,0,0,0
5179,0,0,1,0
1559,0,0,0,0
4404,0,0,0,0
10097,1,2,3,0
3178,0,0,0,0
12450,1,3,4,0
13462,2,3,5,0
17,0,0,0,0
2404,0,0,0,0
1228,0,0,0,0
906,0,0,0,0
380,0,0,0,0
142,0,0,0,0
7852,0,1,2,0
21238,4,7,10,0
391,0,0,0,0
337,0,0,0,0
488,0,0,0,0
782,0,0,0,0
